"sentence_id","token_id","class","before","after"
3000,5,"PLAIN","Kanai","Kanai"
3000,6,"PUNCT",",",","
3000,7,"LETTERS","R.","r"
3000,8,"PUNCT",",",","
3000,9,"PLAIN","Bahrami","Bahrami"
3000,10,"PUNCT",",",","
3000,11,"LETTERS","B.","b"
3000,12,"PUNCT",",",","
3000,13,"PLAIN","Bach","Bach"
3000,14,"PUNCT",",",","
3000,15,"LETTERS","D. R.","d r"
3000,16,"PUNCT",",",","
3000,17,"PLAIN","Dolan","Dolan"
3000,18,"PUNCT",",",","
3000,19,"LETTERS","R. J.","r j"
3000,20,"PUNCT",",",","
3000,21,"PLAIN","Roepstorff","Roepstorff"
3000,22,"PUNCT",",",","
3000,23,"LETTERS","A.","a"
3000,24,"PUNCT",",",","
3000,25,"VERBATIM","&","and"
3000,26,"PLAIN","Frith","Frith"
3000,27,"PUNCT",",",","
3000,28,"LETTERS","C. D.","c d"
3000,29,"PUNCT","(","("
3000,30,"DATE","2012","twenty twelve"
3000,31,"PUNCT",")",")"
3000,32,"PUNCT",".","."
3001,0,"LETTERS","TNO","t n o"
3001,1,"PLAIN","Companies","Companies"
3001,2,"LETTERS","B.V.","b v"
3001,3,"PLAIN","has","has"
3001,4,"MEASURE","40%","forty percent"
3001,5,"PLAIN","ownership","ownership"
3001,6,"PUNCT",",",","
3001,7,"PLAIN","the","the"
3001,8,"PLAIN","remaining","remaining"
3001,9,"MEASURE","60%","sixty percent"
3001,10,"PLAIN","of","of"
3001,11,"PLAIN","the","the"
3001,12,"PLAIN","shares","shares"
3001,13,"PLAIN","are","are"
3001,14,"PLAIN","held","held"
3001,15,"PLAIN","by","by"
3001,16,"PLAIN","post","post"
3001,17,"LETTERS","nl","n l"
3001,18,"LETTERS","N.V.","n v"
3001,19,"PUNCT","(","("
3001,20,"PLAIN","formerly","formerly"
3001,21,"LETTERS","TNT","t n t"
3001,22,"LETTERS","N.V.","n v"
3001,23,"PUNCT",")",")"
3001,24,"PUNCT",".","."
3002,0,"PLAIN","Barbara","Barbara"
3002,1,"PLAIN","Bush","Bush"
3002,2,"PUNCT",":",":"
3002,3,"PLAIN","A","A"
3002,4,"PLAIN","Memoir","Memoir"
3002,5,"PUNCT",",",","
3002,6,"PLAIN","New","New"
3002,7,"PLAIN","York","York"
3002,8,"PUNCT",":",":"
3002,9,"PLAIN","Scribner","Scribner"
3002,10,"PUNCT",",",","
3002,11,"DATE","1994","nineteen ninety four"
3002,12,"PUNCT",".","."
3003,0,"PUNCT","""",""""
3003,1,"PLAIN","Basic","Basic"
3003,2,"PLAIN","Education","Education"
3003,3,"PLAIN","Funding","Funding"
3003,4,"PLAIN","by","by"
3003,5,"PLAIN","School","School"
3003,6,"PLAIN","District","District"
3003,7,"CARDINAL","2009","two thousand nine"
3003,8,"PUNCT","-","-"
3003,9,"CARDINAL","10","ten"
3003,10,"PUNCT","""",""""
3003,11,"PUNCT",".","."
3004,0,"PLAIN","The","The"
3004,1,"PLAIN","small","small"
3004,2,"PLAIN","navy","navy"
3004,3,"PLAIN","that","that"
3004,4,"PLAIN","Henry","Henry"
3004,5,"ORDINAL","VIII","the eighth"
3004,6,"PLAIN","inherited","inherited"
3004,7,"PLAIN","from","from"
3004,8,"PLAIN","his","his"
3004,9,"PLAIN","father","father"
3004,10,"PLAIN","had","had"
3004,11,"PLAIN","only","only"
3004,12,"PLAIN","two","two"
3004,13,"PLAIN","sizeable","sizeable"
3004,14,"PLAIN","ships","ships"
3004,15,"PUNCT",",",","
3004,16,"PLAIN","the","the"
3004,17,"PLAIN","carracks","carracks"
3004,18,"PLAIN","Regent","Regent"
3004,19,"PLAIN","and","and"
3004,20,"PLAIN","Sovereign","Sovereign"
3004,21,"PUNCT",".","."
3005,0,"PLAIN","Human","Human"
3005,1,"PLAIN","Universe","Universe"
3005,2,"PLAIN","was","was"
3005,3,"PLAIN","commissioned","commissioned"
3005,4,"PLAIN","by","by"
3005,5,"PLAIN","Janice","Janice"
3005,6,"PLAIN","Hadlow","Hadlow"
3005,7,"PLAIN","for","for"
3005,8,"LETTERS","BBC","b b c"
3005,9,"PLAIN","Two","Two"
3005,10,"PLAIN","and","and"
3005,11,"PLAIN","Kim","Kim"
3005,12,"PLAIN","Shillinglaw","Shillinglaw"
3005,13,"PUNCT",",",","
3005,14,"PLAIN","head","head"
3005,15,"PLAIN","commissioner","commissioner"
3005,16,"PLAIN","for","for"
3005,17,"PLAIN","science","science"
3005,18,"PLAIN","and","and"
3005,19,"PLAIN","natural","natural"
3005,20,"PLAIN","history","history"
3005,21,"PUNCT",".","."
3006,0,"PLAIN","Perhaps","Perhaps"
3006,1,"PLAIN","the","the"
3006,2,"PLAIN","term","term"
3006,3,"PLAIN","can","can"
3006,4,"PLAIN","be","be"
3006,5,"PLAIN","explained","explained"
3006,6,"PLAIN","as","as"
3006,7,"PLAIN","meaning","meaning"
3006,8,"PLAIN","the","the"
3006,9,"PLAIN","same","same"
3006,10,"PLAIN","thing","thing"
3006,11,"PLAIN","as","as"
3006,12,"PLAIN","a","a"
3006,13,"PLAIN","turn","turn"
3006,14,"PLAIN","of","of"
3006,15,"PLAIN","phrase","phrase"
3006,16,"PLAIN","in","in"
3006,17,"PLAIN","its","its"
3006,18,"PLAIN","original","original"
3006,19,"PLAIN","sense","sense"
3006,20,"PUNCT",".","."
3007,0,"PLAIN","Remote","Remote"
3007,1,"PLAIN","Control","Control"
3007,2,"PUNCT",",",","
3007,3,"PLAIN","vol","volume"
3007,4,"CARDINAL","64","sixty four"
3007,5,"PUNCT",",",","
3007,6,"PLAIN","no","no"
3008,0,"PLAIN","Can","Can"
3008,1,"PLAIN","newly","newly"
3008,2,"PLAIN","single","single"
3008,3,"PLAIN","and","and"
3008,4,"PLAIN","clumsy","clumsy"
3008,5,"PLAIN","with","with"
3008,6,"PLAIN","women","women"
3008,7,"PLAIN","Henry","Henry"
3008,8,"PLAIN","Castiglione","Castiglione"
3008,9,"PLAIN","master","master"
3008,10,"PLAIN","the","the"
3008,11,"PLAIN","fine","fine"
3008,12,"PLAIN","art","art"
3008,13,"PLAIN","of","of"
3008,14,"PLAIN","flirting","flirting"
3008,15,"PLAIN","in","in"
3008,16,"PLAIN","one","one"
3008,17,"PLAIN","weekend","weekend"
3008,18,"PUNCT","?","?"
3008,19,"PUNCT","""",""""
3009,0,"PLAIN","At","At"
3009,1,"PLAIN","its","its"
3009,2,"PLAIN","apex","apex"
3009,3,"PUNCT",",",","
3009,4,"CARDINAL","488","four hundred eighty eight"
3009,5,"PLAIN","POWs","POWs"
3009,6,"PLAIN","were","were"
3009,7,"PLAIN","interned","interned"
3009,8,"PLAIN","at","at"
3009,9,"PLAIN","MacDill","MacDill"
3009,10,"PUNCT",".","."
3010,0,"PLAIN","Retrieved","Retrieved"
3010,1,"DATE","August 22, 2013","august twenty second twenty thirteen"
3010,2,"PUNCT",".","."
3011,0,"PLAIN","Retrieved","Retrieved"
3011,1,"DATE","28 September 2010","the twenty eighth of september twenty ten"
3011,2,"PUNCT",".","."
3012,0,"PLAIN","The","The"
3012,1,"PLAIN","correct","correct"
3012,2,"PLAIN","conversion","conversion"
3012,3,"PLAIN","factor","factor"
3012,4,"PLAIN","is","is"
3012,5,"PLAIN","the","the"
3012,6,"PLAIN","molar","molar"
3012,7,"PLAIN","mass","mass"
3012,8,"PLAIN","of","of"
3012,9,"PLAIN","carbon","carbon"
3012,10,"PLAIN","dioxide","dioxide"
3012,11,"PLAIN","divided","divided"
3012,12,"PLAIN","by","by"
3012,13,"PLAIN","the","the"
3012,14,"PLAIN","molar","molar"
3012,15,"PLAIN","mass","mass"
3012,16,"PLAIN","of","of"
3012,17,"PLAIN","carbon","carbon"
3012,18,"PUNCT","(","("
3012,19,"PLAIN","approx","approx"
3012,20,"PUNCT",".","."
3013,0,"PLAIN","Nestor","Nestor"
3013,1,"LETTERS","P. G.","p g"
3013,2,"PUNCT",",",","
3013,3,"PLAIN","Nakamura","Nakamura"
3013,4,"LETTERS","M.","m"
3013,5,"PUNCT",",",","
3013,6,"PLAIN","Niznikiewicz","Niznikiewicz"
3013,7,"LETTERS","M.","m"
3013,8,"PUNCT",",",","
3013,9,"PLAIN","Thompson","Thompson"
3013,10,"LETTERS","E.","e"
3013,11,"PUNCT",",",","
3013,12,"PLAIN","Levitt","Levitt"
3013,13,"LETTERS","J. J.","j j"
3013,14,"PUNCT",",",","
3013,15,"PLAIN","Choate","Choate"
3013,16,"LETTERS","V.","v"
3013,17,"PUNCT",",",","
3013,18,"PLAIN","McCarley","McCarley"
3013,19,"LETTERS","R. W.","r w"
3013,20,"PUNCT","(","("
3013,21,"DATE","2013","twenty thirteen"
3013,22,"PUNCT",")",")"
3013,23,"PUNCT",".","."
3014,0,"LETTERS","US","u s"
3014,1,"PLAIN","Census","Census"
3014,2,"PLAIN","Bureau","Bureau"
3014,3,"PUNCT",".","."
3015,0,"PLAIN","His","His"
3015,1,"PLAIN","first","first"
3015,2,"PLAIN","two","two"
3015,3,"PLAIN","caps","caps"
3015,4,"PLAIN","came","came"
3015,5,"PLAIN","in","in"
3015,6,"DATE","2001","two thousand one"
3015,7,"PUNCT",",",","
3015,8,"PLAIN","after","after"
3015,9,"PLAIN","a","a"
3015,10,"PLAIN","fine","fine"
3015,11,"PLAIN","season","season"
3015,12,"PLAIN","with","with"
3015,13,"PLAIN","Traktor","Traktor"
3015,14,"PLAIN","Tashkent","Tashkent"
3015,15,"PLAIN","where","where"
3015,16,"PLAIN","he","he"
3015,17,"PLAIN","scored","scored"
3015,18,"CARDINAL","18","eighteen"
3015,19,"PLAIN","times","times"
3015,20,"PUNCT",".","."
3016,0,"PLAIN","Brooks","Brooks"
3016,1,"PLAIN","received","received"
3016,2,"PLAIN","a","a"
3016,3,"PLAIN","gold","gold"
3016,4,"PLAIN","medal","medal"
3016,5,"PLAIN","for","for"
3016,6,"PLAIN","the","the"
3016,7,"PLAIN","statue","statue"
3016,8,"PLAIN","underscoring","underscoring"
3016,9,"PLAIN","the","the"
3016,10,"PLAIN","improvement","improvement"
3016,11,"PLAIN","on","on"
3016,12,"PLAIN","the","the"
3016,13,"PLAIN","original","original"
3016,14,"PUNCT",".","."
3017,0,"PUNCT","""",""""
3017,1,"PLAIN","Clerical","Clerical"
3017,2,"PLAIN","Cupid","Cupid"
3017,3,"PUNCT",":",":"
3017,4,"PLAIN","A","A"
3017,5,"PLAIN","Muslim","Muslim"
3017,6,"PLAIN","cleric","cleric"
3017,7,"PLAIN","runs","runs"
3017,8,"PLAIN","Iran's","Iran's"
3017,9,"PLAIN","first","first"
3017,10,"PLAIN","officially","officially"
3017,11,"PLAIN","sanctioned","sanctioned"
3017,12,"PLAIN","internet","internet"
3017,13,"PLAIN","dating","dating"
3017,14,"PLAIN","agency","agency"
3017,15,"PUNCT",".","."
3017,16,"PUNCT","""",""""
3018,0,"PLAIN","Paul","Paul"
3018,1,"LETTERS","C.","c"
3018,2,"PLAIN","Watson","Watson"
3018,3,"PUNCT","(","("
3018,4,"PLAIN","born","born"
3018,5,"DATE","1984","nineteen eighty four"
3018,6,"PUNCT",")",")"
3018,7,"PLAIN","is","is"
3018,8,"PLAIN","a","a"
3018,9,"PLAIN","British","British"
3018,10,"PLAIN","writer","writer"
3018,11,"PLAIN","and","and"
3018,12,"PLAIN","football","football"
3018,13,"PLAIN","coach","coach"
3018,14,"PUNCT",".","."
3019,0,"PUNCT","""",""""
3019,1,"DATE","September 30, 1990","september thirtieth nineteen ninety"
3019,2,"PLAIN","Non","Non"
3019,3,"PLAIN","Fiction","Fiction"
3019,4,"PUNCT","""",""""
3019,5,"PUNCT","(","("
3019,6,"LETTERS","PDF","p d f"
3019,7,"PUNCT",")",")"
3019,8,"PUNCT",".","."
3020,0,"PLAIN","Cui","Cui"
3020,1,"PLAIN","Y","Y"
3020,2,"PUNCT",",",","
3020,3,"PLAIN","Giblin","Giblin"
3020,4,"LETTERS","JP","j p"
3020,5,"PUNCT",",",","
3020,6,"PLAIN","Clapp","Clapp"
3020,7,"LETTERS","LH","l h"
3020,8,"PUNCT",",",","
3020,9,"PLAIN","Tinker","Tinker"
3020,10,"PLAIN","A","A"
3020,11,"PUNCT","(","("
3020,12,"DATE","2001","two thousand one"
3020,13,"PUNCT",")",")"
3020,14,"PUNCT",".","."
3021,0,"PLAIN","Avahan","Avahan"
3021,1,"PLAIN","is","is"
3021,2,"PLAIN","an","an"
3021,3,"PLAIN","initiative","initiative"
3021,4,"PLAIN","sponsored","sponsored"
3021,5,"PLAIN","by","by"
3021,6,"PLAIN","the","the"
3021,7,"PLAIN","Bill","Bill"
3021,8,"VERBATIM","&","and"
3021,9,"PLAIN","Melinda","Melinda"
3021,10,"PLAIN","Gates","Gates"
3021,11,"PLAIN","Foundation","Foundation"
3021,12,"PLAIN","to","to"
3021,13,"PLAIN","reduce","reduce"
3021,14,"PLAIN","the","the"
3021,15,"PLAIN","spread","spread"
3021,16,"PLAIN","of","of"
3021,17,"LETTERS","HIV","h i v"
3021,18,"PLAIN","in","in"
3021,19,"PLAIN","India","India"
3021,20,"PUNCT",".","."
3022,0,"PLAIN","There","There"
3022,1,"PLAIN","was","was"
3022,2,"PLAIN","strict","strict"
3022,3,"PLAIN","restriction","restriction"
3022,4,"PLAIN","on","on"
3022,5,"PLAIN","the","the"
3022,6,"PLAIN","production","production"
3022,7,"PLAIN","and","and"
3022,8,"PLAIN","selling","selling"
3022,9,"PLAIN","of","of"
3022,10,"PLAIN","liquor","liquor"
3022,11,"PUNCT",".","."
3023,0,"PLAIN","He","He"
3023,1,"PLAIN","grew","grew"
3023,2,"PLAIN","up","up"
3023,3,"PLAIN","in","in"
3023,4,"PLAIN","Shirehampton","Shirehampton"
3023,5,"PLAIN","and","and"
3023,6,"PLAIN","Henleaze","Henleaze"
3023,7,"PUNCT",",",","
3023,8,"PLAIN","and","and"
3023,9,"PLAIN","is","is"
3023,10,"PLAIN","a","a"
3023,11,"PLAIN","Bristol","Bristol"
3023,12,"PLAIN","City","City"
3023,13,"LETTERS","F.C.","f c"
3023,14,"PLAIN","fan","fan"
3023,15,"PUNCT",".","."
3024,0,"PLAIN","Most","Most"
3024,1,"PLAIN","heroes","heroes"
3024,2,"PLAIN","share","share"
3024,3,"PLAIN","the","the"
3024,4,"PLAIN","same","same"
3024,5,"PLAIN","gameplay","gameplay"
3024,6,"PLAIN","mechanics","mechanics"
3024,7,"PLAIN","for","for"
3024,8,"PLAIN","both","both"
3024,9,"PLAIN","factions","factions"
3024,10,"PUNCT",",",","
3024,11,"PLAIN","and","and"
3024,12,"PLAIN","are","are"
3024,13,"PLAIN","identical","identical"
3024,14,"PLAIN","except","except"
3024,15,"PLAIN","for","for"
3024,16,"PLAIN","their","their"
3024,17,"PLAIN","appearance","appearance"
3024,18,"PUNCT",".","."
3025,0,"PLAIN","The","The"
3025,1,"PLAIN","prevalence","prevalence"
3025,2,"PLAIN","of","of"
3025,3,"PLAIN","anti","anti"
3025,4,"PLAIN","organization","organization"
3025,5,"PLAIN","is","is"
3025,6,"PLAIN","the","the"
3025,7,"PLAIN","specific","specific"
3025,8,"PLAIN","phenomenon","phenomenon"
3025,9,"PLAIN","of","of"
3025,10,"PLAIN","Korea's","Korea's"
3025,11,"PLAIN","entertainment","entertainment"
3025,12,"PLAIN","industry","industry"
3025,13,"PUNCT",".","."
3026,0,"PLAIN","Cambridge","Cambridge"
3026,1,"PLAIN","University","University"
3026,2,"PLAIN","Press","Press"
3026,3,"PUNCT",",",","
3026,4,"PLAIN","Cambridge","Cambridge"
3026,5,"PUNCT",",",","
3026,6,"LETTERS","UK","u k"
3026,7,"PUNCT",",",","
3026,8,"PLAIN","and","and"
3026,9,"PLAIN","new","new"
3026,10,"PLAIN","york","york"
3026,11,"PLAIN","new","new"
3026,12,"PLAIN","york","york"
3026,13,"PUNCT",",",","
3026,14,"LETTERS","U.S.A.","u s a"
3026,15,"PLAIN","Retrieved","Retrieved"
3026,16,"DATE","2010-04-18","the eighteenth of april twenty ten"
3026,17,"PUNCT",".","."
3027,0,"PUNCT","""",""""
3027,1,"PLAIN","Architectural","Architectural"
3027,2,"PLAIN","Heritage","Heritage"
3027,3,"PUNCT","—","—"
3027,4,"PLAIN","The","The"
3027,5,"PUNCT","'","'"
3027,6,"PLAIN","little","little"
3027,7,"PLAIN","mosque","mosque"
3027,8,"PUNCT","'","'"
3027,9,"PUNCT","""",""""
3027,10,"PUNCT",".","."
3028,0,"PLAIN","Bothe","Bothe"
3028,1,"PLAIN","was","was"
3028,2,"PLAIN","arrested","arrested"
3028,3,"PLAIN","and","and"
3028,4,"PLAIN","taken","taken"
3028,5,"PLAIN","to","to"
3028,6,"PLAIN","a","a"
3028,7,"PLAIN","jail","jail"
3028,8,"PLAIN","at","at"
3028,9,"PLAIN","Celle","Celle"
3028,10,"PUNCT",".","."
3029,0,"PLAIN","Archived","Archived"
3029,1,"PLAIN","from","from"
3029,2,"PLAIN","the","the"
3029,3,"PLAIN","original","original"
3029,4,"PLAIN","on","on"
3029,5,"DATE","January 28, 2013","january twenty eighth twenty thirteen"
3029,6,"PUNCT",".","."
3030,0,"PLAIN","Retrieved","Retrieved"
3030,1,"DATE","December 15, 2015","december fifteenth twenty fifteen"
3030,2,"PUNCT",".","."
3031,0,"PLAIN","Many","Many"
3031,1,"PLAIN","prefer","prefer"
3031,2,"PLAIN","a","a"
3031,3,"PLAIN","white","white"
3031,4,"PLAIN","Chardonnay","Chardonnay"
3031,5,"PLAIN","based","based"
3031,6,"PLAIN","Burgundy","Burgundy"
3031,7,"PUNCT",",",","
3031,8,"PLAIN","such","such"
3031,9,"PLAIN","as","as"
3031,10,"PLAIN","Chablis","Chablis"
3031,11,"PUNCT",".","."
3032,0,"PLAIN","Don","Don"
3032,1,"PLAIN","Kaye","Kaye"
3032,2,"PLAIN","of","of"
3032,3,"PLAIN","Kerrang","Kerrang"
3032,4,"PUNCT","!","!"
3033,0,"PLAIN","In","In"
3033,1,"PUNCT",":",":"
3033,2,"PLAIN","Climate","Climate"
3033,3,"PLAIN","Change","Change"
3033,4,"DATE","2007","two thousand seven"
3033,5,"PUNCT",":",":"
3033,6,"PLAIN","Mitigation","Mitigation"
3033,7,"PUNCT",".","."
3034,0,"PUNCT","""",""""
3034,1,"PLAIN","Two","Two"
3034,2,"PLAIN","kinds","kinds"
3034,3,"PLAIN","of","of"
3034,4,"PLAIN","stem","stem"
3034,5,"PLAIN","family","family"
3034,6,"PLAIN","system","system"
3034,7,"PUNCT","?","?"
3035,0,"PUNCT","""",""""
3035,1,"PLAIN","Bristol","Bristol"
3035,2,"PLAIN","City","City"
3035,3,"PLAIN","fan","fan"
3035,4,"PLAIN","is","is"
3035,5,"PLAIN","youngest","youngest"
3035,6,"PLAIN","coach","coach"
3035,7,"PLAIN","of","of"
3035,8,"PLAIN","the","the"
3035,9,"PLAIN","worst","worst"
3035,10,"PLAIN","team","team"
3035,11,"PLAIN","in","in"
3035,12,"PLAIN","the","the"
3035,13,"PLAIN","world","world"
3035,14,"PUNCT","""",""""
3035,15,"PUNCT",".","."
3036,0,"PLAIN","James","James"
3036,1,"PLAIN","Cockle","Cockle"
3036,2,"PLAIN","and","and"
3036,3,"PLAIN","Robert","Robert"
3036,4,"PLAIN","Harley","Harley"
3036,5,"PLAIN","developed","developed"
3036,6,"PUNCT",",",","
3036,7,"PLAIN","in","in"
3036,8,"DATE","1860","eighteen sixty"
3036,9,"PUNCT",",",","
3036,10,"PLAIN","a","a"
3036,11,"PLAIN","method","method"
3036,12,"PLAIN","for","for"
3036,13,"PLAIN","solving","solving"
3036,14,"PLAIN","the","the"
3036,15,"PLAIN","quintic","quintic"
3036,16,"PLAIN","by","by"
3036,17,"PLAIN","means","means"
3036,18,"PLAIN","of","of"
3036,19,"PLAIN","differential","differential"
3036,20,"PLAIN","equations","equations"
3036,21,"PUNCT",".","."
3037,0,"PLAIN","Retrieved","Retrieved"
3037,1,"DATE","25 August 2012","the twenty fifth of august twenty twelve"
3037,2,"PUNCT",".","."
3038,0,"PLAIN","The","The"
3038,1,"DATE","1930","nineteen thirty"
3038,2,"PLAIN","Jewish","Jewish"
3038,3,"PLAIN","population","population"
3038,4,"PLAIN","was","was"
3038,5,"CARDINAL","112","one hundred twelve"
3038,6,"PUNCT",".","."
3039,0,"PLAIN","Caruso","Caruso"
3039,1,"PUNCT",",",","
3039,2,"PLAIN","Denise","Denise"
3039,3,"PUNCT","(","("
3039,4,"DATE","1984-02-27","the twenty seventh of february nineteen eighty four"
3039,5,"PUNCT",")",")"
3039,6,"PUNCT",".","."
3040,0,"PLAIN","Present","Present"
3040,1,"PLAIN","town","town"
3040,2,"PLAIN","population","population"
3040,3,"PLAIN","is","is"
3040,4,"CARDINAL","5,000","five thousand"
3040,5,"CARDINAL","-25,000","minus twenty five thousand"
3040,6,"PLAIN","with","with"
3040,7,"PLAIN","no","no"
3040,8,"PLAIN","Jews","Jews"
3040,9,"PUNCT",".","."
3041,0,"PLAIN","In","In"
3041,1,"DATE","December 2013","december twenty thirteen"
3041,2,"PUNCT",",",","
3041,3,"PLAIN","Shueisha","Shueisha"
3041,4,"PLAIN","began","began"
3041,5,"PLAIN","publishing","publishing"
3041,6,"PLAIN","a","a"
3041,7,"PLAIN","series","series"
3041,8,"PLAIN","of","of"
3041,9,"PLAIN","light","light"
3041,10,"PLAIN","novels","novels"
3041,11,"PLAIN","based","based"
3041,12,"PLAIN","on","on"
3041,13,"PLAIN","the","the"
3041,14,"PLAIN","series","series"
3041,15,"PUNCT",".","."
3042,0,"PLAIN","Poanes","Poanes"
3042,1,"PLAIN","melane","melane"
3042,2,"PUNCT",",",","
3042,3,"PLAIN","the","the"
3042,4,"PLAIN","Umber","Umber"
3042,5,"PLAIN","Skipper","Skipper"
3042,6,"PUNCT",",",","
3042,7,"PLAIN","is","is"
3042,8,"PLAIN","a","a"
3042,9,"PLAIN","butterfly","butterfly"
3042,10,"PLAIN","of","of"
3042,11,"PLAIN","the","the"
3042,12,"PLAIN","Hesperiidae","Hesperiidae"
3042,13,"PLAIN","family","family"
3042,14,"PUNCT",".","."
3043,0,"PLAIN","Retrieved","Retrieved"
3043,1,"DATE","4 March 2015","the fourth of march twenty fifteen"
3043,2,"PUNCT",".","."
3044,0,"PUNCT","""",""""
3044,1,"PLAIN","The","The"
3044,2,"PLAIN","Big","Big"
3044,3,"PLAIN","Interview","Interview"
3044,4,"PUNCT",":",":"
3044,5,"PLAIN","Spreading","Spreading"
3044,6,"PLAIN","the","the"
3044,7,"PLAIN","football","football"
3044,8,"PLAIN","gospel","gospel"
3044,9,"PLAIN","to","to"
3044,10,"PLAIN","the","the"
3044,11,"PLAIN","Pacific","Pacific"
3044,12,"PLAIN","Island","Island"
3044,13,"PLAIN","of","of"
3044,14,"PLAIN","Pohnpei","Pohnpei"
3044,15,"PUNCT","""",""""
3044,16,"PUNCT",".","."
3045,0,"PLAIN","North","North"
3045,1,"PLAIN","American","American"
3045,2,"PLAIN","Book","Book"
3045,3,"PLAIN","Dist","Dist"
3045,4,"LETTERS","LLC","l l c"
3045,5,"PUNCT",".","."
3046,0,"PLAIN","Jackson","Jackson"
3046,1,"PUNCT",",",","
3046,2,"PLAIN","Ben","Ben"
3046,3,"PUNCT","(","("
3046,4,"DATE","6 February 2012","the sixth of february twenty twelve"
3046,5,"PUNCT",")",")"
3046,6,"PUNCT",".","."
3047,0,"PUNCT","""",""""
3047,1,"PLAIN","Assessment","Assessment"
3047,2,"PLAIN","of","of"
3047,3,"PLAIN","population","population"
3047,4,"PLAIN","level","level"
3047,5,"PLAIN","effect","effect"
3047,6,"PLAIN","of","of"
3047,7,"PLAIN","Avahan","Avahan"
3047,8,"PUNCT",",",","
3047,9,"PLAIN","an","an"
3047,10,"LETTERS","HIV-","h i v"
3047,11,"PLAIN","prevention","prevention"
3047,12,"PLAIN","initiative","initiative"
3047,13,"PLAIN","in","in"
3047,14,"PLAIN","India","India"
3047,15,"PUNCT","""",""""
3047,16,"PUNCT",".","."
3048,0,"LETTERS","OECD","o e c d"
3048,1,"LETTERS","ITF","i t f"
3048,2,"PLAIN","Joint","Joint"
3048,3,"PLAIN","Transport","Transport"
3048,4,"PLAIN","Research","Research"
3048,5,"PLAIN","Centre","center"
3048,6,"PUNCT",".","."
3049,0,"PUNCT","""",""""
3049,1,"PLAIN","Oh","Oh"
3049,2,"PUNCT",",",","
3049,3,"PLAIN","is","is"
3049,4,"PLAIN","there","there"
3049,5,"PLAIN","not","not"
3049,6,"PLAIN","one","one"
3049,7,"PLAIN","maiden","maiden"
3049,8,"PLAIN","breast","breast"
3049,9,"PUNCT","?","?"
3049,10,"PUNCT","""",""""
3050,0,"PLAIN","She","She"
3050,1,"PLAIN","resigned","resigned"
3050,2,"PLAIN","from","from"
3050,3,"LETTERS","CPS","c p s"
3050,4,"PLAIN","in","in"
3050,5,"DATE","2015","twenty fifteen"
3050,6,"PLAIN","amid","amid"
3050,7,"PLAIN","a","a"
3050,8,"PLAIN","bribery","bribery"
3050,9,"PLAIN","investigation","investigation"
3050,10,"PUNCT",",",","
3050,11,"PLAIN","which","which"
3050,12,"PLAIN","led","led"
3050,13,"PLAIN","to","to"
3050,14,"PLAIN","her","her"
3050,15,"PLAIN","pleading","pleading"
3050,16,"PLAIN","guilty","guilty"
3050,17,"PLAIN","to","to"
3050,18,"PLAIN","multiple","multiple"
3050,19,"PLAIN","charges","charges"
3050,20,"PUNCT",".","."
3051,0,"PLAIN","Retrieved","Retrieved"
3051,1,"DATE","7 August 2012","the seventh of august twenty twelve"
3051,2,"PUNCT",".","."
3052,0,"PLAIN","Retrieved","Retrieved"
3052,1,"DATE","25 January 2013","the twenty fifth of january twenty thirteen"
3052,2,"PUNCT",".","."
3053,0,"PLAIN","In","In"
3053,1,"DATE","1962","nineteen sixty two"
3053,2,"PUNCT",",",","
3053,3,"PLAIN","MacDill","MacDill"
3053,4,"LETTERS","AFB","a f b"
3053,5,"PLAIN","was","was"
3053,6,"PLAIN","transferred","transferred"
3053,7,"PLAIN","from","from"
3053,8,"PLAIN","SAC","SAC"
3053,9,"PLAIN","to","to"
3053,10,"PLAIN","Tactical","Tactical"
3053,11,"PLAIN","Air","Air"
3053,12,"PLAIN","Command","Command"
3053,13,"PUNCT","(","("
3053,14,"PLAIN","TAC","TAC"
3053,15,"PUNCT",")",")"
3053,16,"PUNCT",".","."
3054,0,"PLAIN","An","An"
3054,1,"PLAIN","octagonal","octagonal"
3054,2,"PLAIN","courthouse","courthouse"
3054,3,"PLAIN","was","was"
3054,4,"PLAIN","placed","placed"
3054,5,"PLAIN","directly","directly"
3054,6,"PLAIN","in","in"
3054,7,"PLAIN","the","the"
3054,8,"PLAIN","center","center"
3054,9,"PLAIN","circle","circle"
3054,10,"PLAIN","of","of"
3054,11,"PLAIN","the","the"
3054,12,"PLAIN","town","town"
3054,13,"PUNCT",".","."
3055,0,"PUNCT","""",""""
3055,1,"PLAIN","Viz","Viz"
3055,2,"PLAIN","Media","Media"
3055,3,"PLAIN","Adds","Adds"
3055,4,"PLAIN","Tomu","Tomu"
3055,5,"PLAIN","Ohmi's","Ohmi's"
3055,6,"PLAIN","Spell","Spell"
3055,7,"PLAIN","of","of"
3055,8,"PLAIN","Desire","Desire"
3055,9,"PUNCT",",",","
3055,10,"PLAIN","Arina","Arina"
3055,11,"PLAIN","Tanemura's","Tanemura's"
3055,12,"PLAIN","Phantom","Phantom"
3055,13,"PLAIN","Thief","Thief"
3055,14,"PLAIN","Jeanne","Jeanne"
3055,15,"PLAIN","Manga","Manga"
3055,16,"PUNCT","—","—"
3055,17,"PLAIN","News","News"
3055,18,"PUNCT","""",""""
3055,19,"PUNCT",".","."
